Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Hawthorn East,38 Caroline St,3,h,1538000.0,S,Jellis,18/06/2016,7.5,3123.0,2.0,1.0,2.0,287.0,,,Boroondara,-37.8292,145.046,Southern Metropolitan,6482.0
Flemington,8/300 Racecourse Rd,1,u,395000.0,SP,Nelson,25/02/2017,4.4,3031.0,1.0,1.0,1.0,818.0,50.0,1880.0,Moonee Valley,-37.788,144.9306,Northern Metropolitan,3593.0
Sunshine North,9 McLeod St,3,h,632000.0,S,Douglas,27/05/2017,10.5,3020.0,3.0,1.0,1.0,471.0,121.0,1950.0,Brimbank,-37.76951,144.83309,Western Metropolitan,4217.0
Fitzroy North,76 Newry St,2,h,1116000.0,S,Nelson,3/09/2016,3.5,3068.0,3.0,1.0,0.0,152.0,,,Yarra,-37.791,144.9809,Northern Metropolitan,6244.0
Hadfield,24 Talbot St,3,h,631500.0,S,Stockdale,18/06/2016,12.1,3046.0,4.0,1.0,3.0,593.0,95.0,1965.0,Moreland,-37.7133,144.947,Northern Metropolitan,2606.0
Reservoir,183 Wilson Bvd,4,h,680000.0,S,Ray,28/08/2016,11.2,3073.0,4.0,1.0,2.0,561.0,134.0,1960.0,Darebin,-37.697,144.9989,Northern Metropolitan,21650.0
Toorak,18/76 Mathoura Rd,1,u,552000.0,S,Nelson,8/04/2017,4.6,3142.0,1.0,1.0,1.0,0.0,,,Stonnington,-37.8428,145.0081,Southern Metropolitan,7217.0
Balwyn North,103 Longview Rd,4,h,2000000.0,PI,RT,13/05/2017,9.2,3104.0,4.0,2.0,2.0,627.0,,,Boroondara,-37.7848,145.0788,Southern Metropolitan,7809.0
Viewbank,159 Graham Rd,3,h,870000.0,SP,Nelson,22/08/2016,13.8,3084.0,3.0,1.0,2.0,698.0,137.0,1960.0,Banyule,-37.7343,145.0837,Eastern Metropolitan,2698.0
Fitzroy,502/69 Victoria St,2,u,692000.0,S,Nelson,7/05/2016,1.6,3065.0,2.0,1.0,1.0,0.0,,,Yarra,-37.7988,144.9772,Northern Metropolitan,5825.0
Ascot Vale,21A Geddes St,3,h,1037500.0,S,Alexkarbon,19/11/2016,5.9,3032.0,3.0,1.0,2.0,506.0,110.0,1920.0,Moonee Valley,-37.7779,144.9133,Western Metropolitan,6567.0
Strathmore,69 Lloyd St,4,h,1635000.0,S,Considine,11/02/2017,9.7,3041.0,4.0,2.0,3.0,0.0,297.0,1995.0,Moonee Valley,-37.7354,144.9128,Western Metropolitan,3284.0
Yallambie,342 Yallambie Rd,4,h,793000.0,S,Barry,18/03/2017,15.0,3085.0,4.0,2.0,1.0,592.0,,,Banyule,-37.728,145.1017,Northern Metropolitan,1369.0
Northcote,1/75 Gadd St,3,t,830000.0,S,Jellis,12/11/2016,5.5,3070.0,3.0,3.0,1.0,55.0,,2013.0,Darebin,-37.7626,144.9898,Northern Metropolitan,11364.0
Maribyrnong,3/6 Randall St,3,u,662500.0,S,Rendina,7/11/2016,8.7,3032.0,3.0,2.0,2.0,202.0,121.0,2006.0,Maribyrnong,-37.768,144.8894,Western Metropolitan,4918.0
Brighton,33a Durrant St,2,h,1532000.0,S,Hodges,22/08/2016,11.2,3186.0,2.0,1.0,2.0,411.0,165.0,1910.0,Bayside,-37.9095,145.004,Southern Metropolitan,10579.0
Craigieburn,27 Kensley Cct,4,h,492000.0,S,Ray,24/06/2017,20.6,3064.0,4.0,2.0,2.0,479.0,166.0,2009.0,Hume,-37.57005,144.91908999999995,Northern Metropolitan,15510.0
Essendon,7 Hilda St,3,h,1150000.0,S,Paul,26/07/2016,8.0,3040.0,3.0,1.0,0.0,300.0,145.0,1900.0,Moonee Valley,-37.7548,144.9315,Western Metropolitan,9264.0
Newport,1 River St,2,h,1120000.0,S,RT,14/05/2016,8.4,3015.0,1.0,1.0,3.0,574.0,,,Hobsons Bay,-37.8414,144.8922,Western Metropolitan,5498.0
Fawkner,13 Lorne St,4,h,800000.0,S,Eview,23/09/2017,13.1,3060.0,4.0,3.0,2.0,308.0,203.0,2015.0,,-37.7166,144.97665,Northern Metropolitan,5070.0
Armadale,1/42 Adelaide St,2,u,550000.0,VB,Noel,3/12/2016,6.3,3143.0,2.0,1.0,0.0,861.0,,,Stonnington,-37.8539,145.0284,Southern Metropolitan,4836.0
Ascot Vale,6 McCully St,3,h,970000.0,S,Nelson,30/07/2016,5.9,3032.0,2.0,1.0,1.0,194.0,,,Moonee Valley,-37.7756,144.921,Western Metropolitan,6567.0
Abbotsford,138/56 Nicholson St,3,u,1090000.0,S,Jellis,18/03/2017,2.5,3067.0,3.0,2.0,2.0,4290.0,27.0,,Yarra,-37.8078,144.9965,Northern Metropolitan,4019.0
Eaglemont,2/12 Ashby Gr,2,u,750000.0,PI,Nelson,3/06/2017,8.9,3084.0,2.0,1.0,1.0,112.0,93.0,1960.0,Banyule,-37.76689,145.05206,Eastern Metropolitan,1651.0
Clayton,6 Harlington St,3,h,1018000.0,S,C21,8/07/2017,16.7,3168.0,3.0,1.0,2.0,615.0,,,Monash,-37.92063,145.11186,South-Eastern Metropolitan,5837.0
Deer Park,37 Lee St,3,h,589000.0,S,hockingstuart,9/09/2017,14.8,3023.0,3.0,2.0,2.0,544.0,125.0,1996.0,,-37.7687,144.75833,Western Metropolitan,6388.0
Burwood,14 Cumming St,3,h,1530000.0,S,Buxton,8/07/2017,10.4,3125.0,3.0,1.0,2.0,695.0,,,Whitehorse,-37.85126,145.1132,Southern Metropolitan,5678.0
Carnegie,1/80 Truganini Rd,3,u,1151000.0,S,Woodards,29/07/2017,10.1,3163.0,3.0,2.0,1.0,259.0,115.0,1995.0,Glen Eira,-37.89178,145.0539,Southern Metropolitan,7822.0
Reservoir,43 Barry St,3,h,685000.0,S,Love,16/07/2016,11.2,3073.0,3.0,1.0,1.0,497.0,,,Darebin,-37.7096,145.0036,Northern Metropolitan,21650.0
Thornbury,140 Dundas St,2,h,915000.0,S,Love,22/04/2017,6.5,3071.0,2.0,1.0,1.0,502.0,,,Darebin,-37.7541,145.016,Northern Metropolitan,8870.0
South Yarra,14/85 Caroline St,1,u,400000.0,S,hockingstuart,18/06/2016,3.3,3141.0,1.0,1.0,1.0,0.0,45.0,1960.0,Stonnington,-37.8355,144.9884,Southern Metropolitan,14887.0
Yarraville,1/11 Goulburn St,2,h,960000.0,S,Village,4/03/2017,7.0,3013.0,2.0,2.0,1.0,159.0,,,Maribyrnong,-37.8154,144.8917,Western Metropolitan,6543.0
Reservoir,24 Daleglen St,1,h,351000.0,SP,Harcourts,8/07/2017,12.0,3073.0,1.0,1.0,1.0,168.0,63.0,1950.0,Darebin,-37.69828,145.02184,Northern Metropolitan,21650.0
Hampton,4/8 Willis St,2,t,837000.0,SP,Buxton,13/05/2017,13.7,3188.0,2.0,2.0,1.0,516.0,92.0,2007.0,Bayside,-37.9365,145.0008,Southern Metropolitan,5454.0
Camberwell,3/575 Burke Rd,3,t,1250000.0,VB,Fletchers,10/12/2016,7.8,3124.0,3.0,2.0,2.0,232.0,,,Boroondara,-37.842,145.0542,Southern Metropolitan,8920.0
Port Melbourne,405/1 Danks St W,1,u,470000.0,SP,LITTLE,22/08/2016,3.8,3207.0,1.0,1.0,1.0,0.0,62.0,2000.0,Port Phillip,-37.8436,144.944,Southern Metropolitan,8648.0
Ascot Vale,132 The Parade,3,h,985000.0,S,Brad,3/09/2017,4.3,3032.0,3.0,1.0,,245.0,91.0,1945.0,,-37.77215,144.91144,Western Metropolitan,6567.0
South Yarra,37 Grosvenor St,3,h,1810000.0,S,hockingstuart,18/06/2016,3.3,3141.0,3.0,1.0,1.0,211.0,18.0,1906.0,Stonnington,-37.8442,144.9928,Southern Metropolitan,14887.0
Reservoir,13 Whitby St,3,h,767000.0,S,hockingstuart,19/11/2016,11.2,3073.0,3.0,1.0,2.0,561.0,96.0,1950.0,Darebin,-37.7098,145.0031,Northern Metropolitan,21650.0
Newport,102 Market St,3,h,1100000.0,VB,Williams,22/07/2017,6.2,3015.0,3.0,2.0,3.0,449.0,154.3,1940.0,Hobsons Bay,-37.84769,144.87667,Western Metropolitan,5498.0
Pascoe Vale,58 Cumberland Rd,2,h,720000.0,SP,hockingstuart,27/11/2016,9.9,3044.0,2.0,1.0,1.0,428.0,,,Moreland,-37.7333,144.9384,Northern Metropolitan,7485.0
South Yarra,407/800 Chapel St,1,u,537000.0,S,hockingstuart,6/05/2017,3.3,3141.0,1.0,1.0,1.0,0.0,,2000.0,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887.0
Surrey Hills,2/215 Mont Albert Rd,2,t,770500.0,S,Jellis,17/09/2016,11.2,3127.0,1.0,2.0,1.0,88.0,92.0,1997.0,Boroondara,-37.819,145.0888,Southern Metropolitan,5457.0
Strathmore,8 Woodland St,3,h,1200000.0,S,Considine,10/09/2016,9.7,3041.0,3.0,2.0,2.0,1781.0,,,Moonee Valley,-37.7439,144.9331,Western Metropolitan,3284.0
Croydon,20 Glenora Av,2,h,1150000.0,VB,McGrath,29/07/2017,23.0,3136.0,2.0,1.0,2.0,1800.0,,,Maroondah,-37.79578,145.27461,Eastern Metropolitan,11925.0
Dandenong,18 Bulong St,3,h,500000.0,S,C21,3/09/2017,24.7,3175.0,3.0,1.0,1.0,372.0,,,,-37.98383,145.20342,South-Eastern Metropolitan,10894.0
Northcote,198 Victoria Rd,2,h,970000.0,PI,LITTLE,20/05/2017,5.5,3070.0,2.0,1.0,1.0,326.0,,,Darebin,-37.7681,145.0119,Northern Metropolitan,11364.0
Reservoir,6 Rodman St,3,h,905000.0,S,Barry,19/11/2016,11.2,3073.0,3.0,1.0,2.0,950.0,121.0,1960.0,Darebin,-37.7022,145.0078,Northern Metropolitan,21650.0
Doncaster,5 Robin Ct,4,h,1782000.0,S,Barry,25/02/2017,13.9,3108.0,4.0,3.0,3.0,586.0,306.0,2002.0,Manningham,-37.7739,145.1287,Eastern Metropolitan,9028.0
Reservoir,18 Elizabeth Ct,3,h,668000.0,S,Barry,17/09/2016,11.2,3073.0,3.0,2.0,1.0,618.0,149.0,1965.0,Darebin,-37.6989,145.0212,Northern Metropolitan,21650.0
Oakleigh South,28 Devoy St,3,h,1260500.0,S,Buxton,26/07/2016,14.7,3167.0,3.0,1.0,1.0,774.0,107.0,1950.0,Monash,-37.9178,145.0872,South-Eastern Metropolitan,3692.0
Southbank,308/18 Kavanagh St,1,u,455000.0,S,Greg,11/02/2017,1.2,3006.0,1.0,1.0,0.0,760.0,70.0,2007.0,Melbourne,-37.8228,144.9661,Southern Metropolitan,8400.0
Rosanna,4/37 Grandview Gr,3,u,780000.0,S,Miles,25/02/2017,11.4,3084.0,3.0,1.0,2.0,239.0,,,Banyule,-37.7417,145.061,Eastern Metropolitan,3540.0
Altona North,24 Hansen St,3,h,931000.0,S,hockingstuart,22/08/2016,11.1,3025.0,3.0,2.0,1.0,590.0,160.0,1950.0,Hobsons Bay,-37.8382,144.8649,Western Metropolitan,5132.0
Elwood,1/48 Ormond Rd,2,u,1015000.0,S,McGrath,13/08/2016,7.7,3184.0,2.0,1.0,2.0,0.0,,2003.0,Port Phillip,-37.8844,144.9855,Southern Metropolitan,8989.0
Brighton East,7 Billson St,5,h,2140000.0,S,Marshall,13/05/2017,10.7,3187.0,5.0,2.0,2.0,780.0,206.0,1950.0,Bayside,-37.9173,145.0142,Southern Metropolitan,6938.0
Yarraville,5 Hood St,2,h,1000000.0,VB,Village,4/03/2017,7.0,3013.0,2.0,1.0,1.0,220.0,105.0,1910.0,Maribyrnong,-37.8115,144.8875,Western Metropolitan,6543.0
Maidstone,19 Norfolk St,2,h,711000.0,S,Jas,3/12/2016,9.2,3012.0,2.0,1.0,0.0,163.0,69.0,1920.0,Maribyrnong,-37.789,144.8813,Western Metropolitan,3873.0
North Melbourne,19/49 Haines St,2,u,525000.0,PI,Woodards,12/08/2017,1.8,3051.0,2.0,1.0,1.0,1618.0,,,Melbourne,-37.79878,144.94746999999995,Northern Metropolitan,6821.0
Werribee,32 Hooker Rd,3,h,515000.0,S,hockingstuart,23/09/2017,14.7,3030.0,3.0,2.0,1.0,517.0,115.0,1985.0,,-37.89423,144.64131,Western Metropolitan,16166.0
Abbotsford,124 Yarra St,3,h,1876000.0,S,Nelson,7/05/2016,2.5,3067.0,4.0,2.0,0.0,245.0,210.0,1910.0,Yarra,-37.8024,144.9993,Northern Metropolitan,4019.0
Port Melbourne,14/200 Bay St,1,u,400000.0,VB,Greg,28/05/2016,3.8,3207.0,1.0,1.0,1.0,0.0,64.0,2000.0,Melbourne,-37.8392,144.9421,Southern Metropolitan,8648.0
Footscray,1/38 Lynch St,1,u,357000.0,S,Village,6/08/2016,6.4,3011.0,1.0,1.0,0.0,0.0,,1980.0,Maribyrnong,-37.7964,144.9027,Western Metropolitan,7570.0
Coburg North,203b Elizabeth St,2,t,570000.0,S,Ray,23/04/2016,9.2,3058.0,2.0,2.0,2.0,186.0,,,Moreland,-37.7263,144.9843,Northern Metropolitan,3445.0
Mount Waverley,30 Howell Dr,3,h,1250000.0,S,Ray,24/06/2017,14.2,3149.0,3.0,1.0,1.0,722.0,,,Monash,-37.88849,145.12795,Eastern Metropolitan,13366.0
Maribyrnong,104 Gatehouse Pl,2,u,420000.0,SP,Biggin,7/05/2016,8.7,3032.0,2.0,1.0,2.0,5661.0,103.0,1940.0,Maribyrnong,-37.773,144.8806,Western Metropolitan,4918.0
Hadfield,72 Middle St,3,h,721000.0,S,Brad,12/11/2016,12.1,3046.0,3.0,1.0,3.0,539.0,,1960.0,Moreland,-37.7098,144.9446,Northern Metropolitan,2606.0
Oakleigh South,4 Dalgan St,4,h,1410000.0,S,Buxton,13/05/2017,14.7,3167.0,4.0,2.0,4.0,590.0,161.0,1950.0,Monash,-37.9316,145.0821,South-Eastern Metropolitan,3692.0
Newport,75 Oakbank St,2,h,922000.0,S,Williams,17/09/2016,8.4,3015.0,2.0,1.0,0.0,301.0,380.0,,Hobsons Bay,-37.8472,144.8907,Western Metropolitan,5498.0
St Kilda,91 Spenser St,4,h,2455000.0,S,Frank,4/03/2017,6.1,3182.0,4.0,1.0,1.0,300.0,,,Port Phillip,-37.8725,144.97899999999996,Southern Metropolitan,13240.0
Parkdale,3 Surf St,3,h,1415000.0,SP,Obrien,27/05/2017,21.5,3195.0,3.0,1.0,2.0,545.0,145.0,1950.0,Kingston,-37.99827,145.07497,South-Eastern Metropolitan,5087.0
Southbank,6/77 Dodds St,4,u,990000.0,S,Ray,7/05/2016,1.2,3006.0,4.0,3.0,1.0,0.0,172.0,1995.0,Melbourne,-37.8267,144.9687,Southern Metropolitan,8400.0
Oak Park,24 Vincent St,4,h,1138000.0,SA,Nelson,3/06/2017,11.2,3046.0,4.0,2.0,2.0,697.0,189.0,1960.0,Moreland,-37.72001,144.91683,Northern Metropolitan,2651.0
Brunswick East,15 Ethel St,2,h,957000.0,S,Nelson,22/05/2016,4.5,3057.0,2.0,1.0,1.0,148.0,,,Moreland,-37.7722,144.9751,Northern Metropolitan,5533.0
Port Melbourne,95 Station St,2,h,1150000.0,S,Marshall,18/03/2017,3.8,3207.0,2.0,1.0,0.0,82.0,90.0,1910.0,Port Phillip,-37.8361,144.9403,Southern Metropolitan,8648.0
Narre Warren,12 Emily Dr,4,h,792500.0,S,Harcourts,16/09/2017,34.1,3805.0,4.0,2.0,2.0,846.0,174.0,1996.0,,-38.00626,145.29079,South-Eastern Metropolitan,9376.0
Broadmeadows,5 Evans Ct,3,h,586000.0,S,YPA,29/07/2017,14.0,3047.0,3.0,1.0,1.0,677.0,,,Hume,-37.69265,144.92653,Northern Metropolitan,4294.0
Brunswick West,8/48 Passfield St,1,u,285000.0,PI,Walshe,22/08/2016,5.9,3055.0,1.0,1.0,1.0,0.0,45.0,1970.0,Moreland,-37.7675,144.939,Northern Metropolitan,7082.0
Ringwood North,12 The Summit,4,h,1085000.0,S,Noel,27/05/2017,19.9,3134.0,4.0,2.0,2.0,798.0,,,Maroondah,-37.79395,145.21878,Eastern Metropolitan,3619.0
Doncaster,22 Menarra St,3,h,1190000.0,S,Ray,16/04/2016,13.9,3108.0,3.0,1.0,1.0,658.0,140.0,1960.0,Manningham,-37.7816,145.1066,Eastern Metropolitan,9028.0
Coburg,9 Sargood St,2,h,642000.0,S,Nelson,27/06/2016,7.8,3058.0,2.0,1.0,0.0,167.0,,,Moreland,-37.7477,144.9647,Northern Metropolitan,11204.0
Broadmeadows,87 Academy Dr,3,h,505000.0,SP,YPA,27/05/2017,14.0,3047.0,3.0,1.0,1.0,546.0,109.0,2000.0,Hume,-37.67411,144.94677,Northern Metropolitan,4294.0
Greenvale,7 Murray Ct,5,h,1170000.0,S,Barry,3/06/2017,20.4,3059.0,5.0,3.0,5.0,1750.0,310.0,1990.0,Hume,-37.65439,144.89113,Northern Metropolitan,4864.0
Glenroy,73 Pecham St,3,h,963500.0,S,Stockdale,27/05/2017,11.2,3046.0,3.0,2.0,6.0,697.0,174.0,1960.0,Moreland,-37.69647,144.9113,Northern Metropolitan,8870.0
Heidelberg,4/71 Rosanna Rd,3,t,550000.0,PI,hockingstuart,6/08/2016,10.6,3084.0,2.0,1.0,2.0,235.0,123.0,1990.0,Banyule,-37.7519,145.0696,Eastern Metropolitan,2890.0
Preston,28 Tynan St,3,h,1000000.0,S,Nelson,8/10/2016,8.8,3072.0,3.0,1.0,2.0,463.0,,,Darebin,-37.7339,144.9897,Northern Metropolitan,14577.0
Doncaster,1/1 Paul St,2,u,522500.0,S,Noel,18/06/2016,13.9,3108.0,2.0,1.0,1.0,145.0,,,Manningham,-37.7874,145.1043,Eastern Metropolitan,9028.0
Reservoir,29 Dredge St,3,h,510000.0,PI,Barry,6/08/2016,11.2,3073.0,3.0,1.0,2.0,543.0,135.0,1965.0,Darebin,-37.6946,144.9962,Northern Metropolitan,21650.0
Jacana,3 Fidge Ct,3,h,600000.0,S,Woodards,22/05/2016,14.5,3047.0,3.0,1.0,2.0,647.0,173.0,1960.0,Hume,-37.6904,144.9121,Northern Metropolitan,851.0
Sunshine West,14 Myers St,3,h,485000.0,S,hockingstuart,12/11/2016,13.5,3020.0,3.0,4.0,2.0,482.0,166.0,1955.0,Brimbank,-37.7904,144.8133,Western Metropolitan,6763.0
St Albans,46A Collins St,3,t,460000.0,S,Ray,17/06/2017,14.0,3021.0,3.0,1.0,1.0,160.0,129.0,2000.0,Brimbank,-37.73915,144.80289,Western Metropolitan,14042.0
Preston,24 Regent St,3,h,920000.0,SP,Nelson,9/09/2017,8.4,3072.0,3.0,1.0,2.0,465.0,,1930.0,,-37.73027,145.00189,Northern Metropolitan,14577.0
Preston,32 Tyler St,3,h,560000.0,S,Barry,7/05/2016,8.8,3072.0,4.0,1.0,2.0,591.0,,,Darebin,-37.7333,145.0353,Northern Metropolitan,14577.0
Abbotsford,5/29 Church St,2,u,480000.0,S,hockingstuart,17/06/2017,3.0,3067.0,2.0,1.0,1.0,601.0,64.0,1970.0,Yarra,-37.80915,145.00066,Northern Metropolitan,4019.0
Brighton East,86 Glencairn Av,5,h,2750000.0,S,Buxton,23/09/2017,10.3,3187.0,5.0,3.0,3.0,626.0,,,,-37.92427,145.02003,Southern Metropolitan,6938.0
Toorak,17/34 Mathoura Rd,1,u,366000.0,S,Jellis,18/06/2016,4.6,3142.0,1.0,1.0,1.0,0.0,35.0,1967.0,Stonnington,-37.8464,145.0074,Southern Metropolitan,7217.0
Carrum Downs,60 Carrington Cr,3,h,578000.0,S,Harcourts,16/09/2017,34.9,3201.0,3.0,2.0,2.0,673.0,677.0,,,-38.1046,145.19339,South-Eastern Metropolitan,8060.0
South Yarra,15/2 Gordon Gr,2,u,600000.0,S,Jellis,17/09/2016,3.3,3141.0,2.0,1.0,2.0,0.0,72.0,1970.0,Stonnington,-37.8336,144.9882,Southern Metropolitan,14887.0
Port Melbourne,139 Cruikshank St,3,t,1565000.0,S,Cayzer,16/04/2016,3.8,3207.0,3.0,1.0,2.0,188.0,,,Port Phillip,-37.8371,144.9478,Southern Metropolitan,8648.0
Preston,34 Grange St,3,h,930000.0,S,Barry,3/06/2017,8.4,3072.0,3.0,1.0,0.0,357.0,,,Darebin,-37.7377,144.98781,Northern Metropolitan,14577.0
Richmond,305/45 York St,1,u,402000.0,S,hockingstuart,17/09/2016,2.6,3121.0,1.0,1.0,1.0,0.0,,,Yarra,-37.813,144.993,Northern Metropolitan,14949.0
Braybrook,14 Enderby Ct,3,h,797000.0,S,Douglas,8/07/2017,8.6,3019.0,3.0,1.0,2.0,694.0,110.0,1960.0,Maribyrnong,-37.79382,144.85107,Western Metropolitan,3589.0
Brighton East,109 Thomas St,5,h,1400000.0,VB,Buxton,4/06/2016,10.7,3187.0,4.0,3.0,4.0,824.0,235.0,1930.0,Bayside,-37.9091,145.0245,Southern Metropolitan,6938.0
Hawthorn East,61 Roseberry St,3,h,1625000.0,SP,Marshall,28/05/2016,7.5,3123.0,3.0,2.0,1.0,255.0,115.0,1890.0,Boroondara,-37.8266,145.0493,Southern Metropolitan,6482.0
North Melbourne,13/49 Haines St,2,u,475000.0,S,Jas,8/10/2016,2.3,3051.0,2.0,1.0,1.0,0.0,,,Melbourne,-37.7988,144.9475,Northern Metropolitan,6821.0
Balwyn North,2 Tudor Ct,7,h,2600000.0,PI,Barry,14/05/2016,9.2,3104.0,5.0,3.0,3.0,637.0,529.0,2008.0,Boroondara,-37.7898,145.0967,Southern Metropolitan,7809.0
Brunswick,11/68 De Carle St,2,u,435000.0,SP,Jellis,18/06/2016,5.2,3056.0,2.0,1.0,1.0,0.0,57.0,1973.0,Moreland,-37.7597,144.9655,Northern Metropolitan,11918.0
Melbourne,901/265 Exhibition St,3,u,750000.0,S,Greg,15/10/2016,2.8,3000.0,3.0,2.0,1.0,0.0,122.0,1998.0,Melbourne,-37.8095,144.9691,Northern Metropolitan,17496.0
Ashburton,55 Fakenham Rd,4,h,1972500.0,S,Buxton,27/05/2017,10.2,3147.0,4.0,1.0,1.0,676.0,,,Boroondara,-37.86223,145.08696,Southern Metropolitan,3052.0
Keilor East,8 Nyah St,3,h,915000.0,S,Nelson,11/03/2017,12.8,3033.0,3.0,1.0,2.0,610.0,,,Moonee Valley,-37.7359,144.868,Western Metropolitan,5629.0
South Kingsville,56b Vernon St,2,t,611000.0,SP,Williams,28/08/2016,9.1,3015.0,2.0,1.0,1.0,228.0,100.0,2000.0,Hobsons Bay,-37.8317,144.8713,Western Metropolitan,984.0
Ivanhoe,29 Livingstone St,4,h,1350000.0,PI,Nelson,3/06/2017,7.8,3079.0,4.0,1.0,2.0,587.0,,,Banyule,-37.76737,145.03943999999996,Eastern Metropolitan,5549.0
Maribyrnong,26 Mitchell St,3,h,1072000.0,S,Biggin,14/05/2016,8.7,3032.0,3.0,2.0,2.0,1396.0,175.0,1955.0,Maribyrnong,-37.7833,144.888,Western Metropolitan,4918.0
Ashburton,63 Dent St,4,h,1800000.0,S,Jellis,25/02/2017,11.0,3147.0,4.0,2.0,4.0,749.0,206.0,1950.0,Boroondara,-37.8669,145.077,Southern Metropolitan,3052.0
Coburg,34 Soudan St,2,h,996000.0,S,Nelson,29/07/2017,6.7,3058.0,2.0,1.0,1.0,476.0,97.0,1930.0,Moreland,-37.73883,144.95321,Northern Metropolitan,11204.0
Hadfield,2/126 Middle St,3,t,627000.0,S,Stockdale,3/06/2017,11.2,3046.0,3.0,2.0,2.0,0.0,139.0,2013.0,Moreland,-37.70903,144.93995,Northern Metropolitan,2606.0
Jacana,29 Hendricks Cr,4,h,650000.0,S,Stockdale,19/08/2017,14.0,3047.0,4.0,3.0,1.0,693.0,120.0,1980.0,,-37.68196,144.90661,Northern Metropolitan,851.0
Hawthorn East,6/787 Burwood Rd,2,u,532000.0,S,Marshall,29/04/2017,7.5,3123.0,2.0,1.0,1.0,0.0,,,Boroondara,-37.8244,145.0517,Southern Metropolitan,6482.0
Coburg,22/129 Harding St,3,t,824000.0,S,Barry,13/05/2017,7.8,3058.0,3.0,1.0,2.0,120.0,113.76,1990.0,Moreland,-37.7462,144.9795,Northern Metropolitan,11204.0
Camberwell,89 Radnor St,3,h,1987000.0,S,Jellis,4/06/2016,7.8,3124.0,3.0,2.0,2.0,706.0,164.0,1960.0,Boroondara,-37.8457,145.0611,Southern Metropolitan,8920.0
Coburg,15/1 Manna Gum Ct,3,t,590000.0,PI,Brace,17/09/2016,7.8,3058.0,3.0,2.0,2.0,0.0,168.0,,Moreland,-37.7372,144.9764,Northern Metropolitan,11204.0
Thornbury,172 Rossmoyne St,3,h,1200000.0,VB,Nelson,27/06/2016,6.5,3071.0,3.0,2.0,2.0,349.0,,,Darebin,-37.7584,145.0115,Northern Metropolitan,8870.0
Flemington,20 Bryant St,5,h,1550000.0,PI,Nelson,13/05/2017,4.4,3031.0,5.0,1.0,1.0,432.0,200.0,1915.0,Moonee Valley,-37.7859,144.9323,Northern Metropolitan,3593.0
Moonee Ponds,22/122 Maribyrnong Rd,2,u,440000.0,VB,Barry,18/03/2017,6.9,3039.0,2.0,1.0,1.0,0.0,,,Moonee Valley,-37.7715,144.9155,Western Metropolitan,6232.0
Brunswick West,10 Shamrock St,3,h,1100000.0,VB,Nelson,13/05/2017,5.9,3055.0,3.0,2.0,1.0,169.0,139.0,1900.0,Moreland,-37.7585,144.9504,Northern Metropolitan,7082.0
Glenroy,57 Widford St,3,h,612500.0,S,Stockdale,15/10/2016,13.0,3046.0,3.0,2.0,3.0,635.0,,,Moreland,-37.7006,144.9239,Northern Metropolitan,8870.0
Sunshine North,25 Lincoln St,3,h,830000.0,S,Douglas,6/05/2017,13.3,3020.0,3.0,1.0,2.0,608.0,,,Brimbank,-37.7743,144.8446,Western Metropolitan,4217.0
Carrum,2/10 Millicent Av,3,u,687500.0,S,Buxton,12/08/2017,31.2,3197.0,3.0,2.0,2.0,216.0,,,Kingston,-38.07509,145.12965,South-Eastern Metropolitan,1989.0
Glen Iris,121 High St,4,h,1910000.0,S,hockingstuart,1/07/2017,7.3,3146.0,4.0,2.0,3.0,737.0,,,Boroondara,-37.86231,145.07213000000004,Southern Metropolitan,10412.0
Pascoe Vale,9 Somerset St,2,h,775000.0,S,Nelson,30/07/2016,9.9,3044.0,2.0,1.0,2.0,527.0,,1950.0,Moreland,-37.7304,144.9261,Northern Metropolitan,7485.0
Moonee Ponds,1/19 Montague St,2,u,672000.0,SP,Nelson,17/09/2016,6.9,3039.0,2.0,1.0,2.0,230.0,,1989.0,Moonee Valley,-37.7595,144.9317,Western Metropolitan,6232.0
Bulleen,11 Carrathool St,3,h,1400000.0,S,Barry,10/12/2016,11.8,3105.0,3.0,1.0,3.0,770.0,,,Manningham,-37.7644,145.0886,Eastern Metropolitan,4480.0
Albert Park,10/140 Kerferd Rd,2,u,647000.0,S,Greg,22/05/2016,3.3,3206.0,2.0,1.0,1.0,0.0,,,Port Phillip,-37.846,144.9542,Southern Metropolitan,3280.0
Strathmore,187 Mascoma St,3,h,1280000.0,PI,Considine,3/09/2017,8.2,3041.0,3.0,3.0,2.0,571.0,302.0,1960.0,,-37.71965,144.90831,Western Metropolitan,3284.0
Keilor East,38 Clarks Rd,4,h,847000.0,S,Brad,28/05/2016,12.8,3033.0,4.0,3.0,2.0,579.0,,,Moonee Valley,-37.7368,144.8689,Western Metropolitan,5629.0
Glen Waverley,2 Cherry St,5,h,1285000.0,S,Ray,19/08/2017,16.7,3150.0,5.0,2.0,1.0,651.0,124.0,1970.0,,-37.8656,145.15034,Eastern Metropolitan,15321.0
